Word,Pronunciation
equal,ˈi.kwəl
kitchen,ˈkɪ.tʃən
noted,ˈnoʊ.tɪd
produced,prəˈdust
purposes,ˈpɝ.pə.sɪz
you'll,jul
clothes,kloʊðz
develop,dɪˈvɛ.ləp
failure,ˈfeɪl.jɚ
famous,ˈfeɪ.məs
goes,goʊz
london,ˈlʌn.dən
names,neɪmz
pass,pæs
published,ˈpʌ.blɪʃt
quickly,ˈkwɪ.kli
regard,rəˈgɑrd
active,ˈæk.tɪv
add,æd
announced,əˈnaʊnst
bottom,ˈbɑ.təm
break,breɪk
carry,ˈkɛ.ri
check,tʃɛk
cover,ˈkʌ.vɚ
doesn't,ˈdʌ.zənt
enemy,ˈɛ.nə.mi
greatest,ˈgreɪ.təst
key,ki
king,kɪŋ
laws,lɔz
leaving,ˈli.vɪŋ
manager,ˈmæ.nɪ.dʒɚ
moreover,mɔˈroʊ.vɚ
pain,peɪn
poetry,ˈpoʊ.ə.tri
relationship,rɪˈleɪ.ʃənˌʃɪp
sources,ˈsɔr.səz
assistance,əˈsɪs.təns
battle,ˈbæ.təl
bright,braɪt
carefully,ˈkɛr.fə.li
companies,ˈkʌm.pə.niz
facts,fækts
finished,ˈfɪ.nɪʃt
fixed,fɪkst
mary,ˈmɛ.ri
operating,ˈɑ.pəˌreɪ.tɪŋ
possibility,ˌpɑ.səˈbɪ.lə.ti
product,ˈprɑˌdʌkt
spoke,spoʊk
touch,tʌtʃ
units,ˈju.nəts
allowed,əˈlaʊd
build,bɪld
citizens,ˈsɪ.tə.zənz
died,daɪd
e.,i
financial,fɪˈnæn.ʃəl
inches,ˈɪn.tʃəz
loss,lɔs
otherwise,ˈʌ.ðɚˌwaɪz
patient,ˈpeɪ.ʃənt
philosophy,fəˈlɑ.sə.fi
previous,ˈpri.vi.əs
require,rɪˈkwaɪ.ɚ
rose,roʊz
scientific,ˌsaɪ.ənˈtɪ.fɪk
seeing,ˈsi.ɪŋ
significant,sɪgˈnɪ.fɪ.kənt
takes,teɪks
workers,ˈwɝ.kɚz
capital,ˈkæ.pə.təl
captain,ˈkæp.tən
classes,ˈklæ.sɪz
concept,ˈkɑn.sɛpt
distribution,ˌdɪ.strəbˈju.ʃən
german,ˈdʒɝ.mən
marked,mɑrkt
musical,ˈmju.zɪ.kəl
post,poʊst
relatively,ˈrɛ.lə.tɪv.li
rules,rulz
shape,ʃeɪp
stated,ˈsteɪ.təd
stations,ˈsteɪ.ʃənz
variety,vəˈraɪ.ə.ti
affairs,əˈfɛrz
appears,əˈpɪrz
aware,əˈwɛr
begin,bɪˈgɪn
broad,brɔd
catholic,ˈkæθ.lɪk
circumstances,ˈsɝ.kəmˌstæn.sɪz
collection,kəˈlɛk.ʃən
impossible,ɪmˈpɑ.sə.bəl
learn,lɝn
named,neɪmd
operations,ˌɑ.pəˈreɪ.ʃənz
proposed,prəˈpoʊzd
remains,rɪˈmeɪnz
reports,rɪˈpɔrts
sex,sɛks
strange,streɪndʒ
w.,ˈdʌ.bəl.ju
bank,bæŋk
capacity,kəˈpæ.sə.ti
governor,ˈgʌ.vɚ.nɚ
henry,ˈhɛn.ri
houses,ˈhaʊ.zɪz
interests,ˈɪn.trəsts
mark,mɑrk
offered,ˈɔ.fɚd
officers,ˈɔ.fɪ.sɚz
opening,ˈoʊ.pə.nɪŋ
prevent,prɪˈvɛnt
regular,ˈrɛg.jə.lɚ
remembered,rɪˈmɛm.bɚd
requirements,rɪˈkwaɪr.mənts
robert,ˈrɑ.bɚt
ship,ʃɪp
sight,saɪt
slightly,ˈslaɪt.li
speed,spid
spread,sprɛd
team,tim
winter,ˈwɪn.tɚ
yesterday,ˈjɛs.tɚˌdeɪ
bar,bɑr
crisis,ˈkraɪ.sɪs
drink,drɪŋk
fresh,frɛʃ
instance,ˈɪn.stəns
interesting,ˈɪnt.rə.stɪŋ
poems,ˈpoʊ.əmz
presented,prəˈzɛ.nəd
produce,prəˈdus
train,treɪn
youth,juθ
agreed,əˈgrid
apartment,əˈpɑrt.mənt
campaign,ˌkæmˈpeɪn
cells,sɛlz
created,kriˈeɪ.tɪd
essential,ɪˈsɛn.ʃəl
event,ɪˈvɛnt
file,faɪl
forced,fɔrst
germany,ˈdʒɝ.mə.ni
immediate,ɪˈmi.di.ət
index,ˈɪnˌdɛks
lives,laɪvz
neck,nɛk
nine,naɪn
opposite,ˈɑ.pə.zɪt
provides,prəˈvaɪdz
subjects,ˈsʌb.dʒɛkts
trip,trɪp
watch,wɑtʃ
watched,wɑtʃt
explained,ɪksˈpleɪnd
features,ˈfi.tʃɚz
fully,ˈfʊ.li
gray,greɪ
indicate,ˈɪn.dəˌkeɪt
lady,ˈleɪ.di
offer,ˈɔ.fɚ
providence,ˈprɑ.və.dəns
recognized,ˈrɛ.kəgˌnaɪzd
russian,ˈrʌ.ʃən
session,ˈsɛ.ʃən
teacher,ˈti.tʃɚ
twenty,ˈtwɛn.ti
atmosphere,ˈæt.məˌsfɪr
desire,dɪˈzaɪ.ɚ
differences,ˈdɪ.frən.səz
economy,ɪˈkɑ.nə.mi
expression,ɪksˈprɛ.ʃən
maximum,ˈmæks.ə.məm
mentioned,ˈmɛn.ʃənd
procedure,prəˈsi.dʒɚ
reality,ˌriˈæ.lə.ti
reduced,rɪˈdust
sam,sæm
separate,ˈsɛ.prət
studied,ˈstʌ.did
term,tɝm
beside,bɪˈsaɪd
coffee,ˈkɔ.fi
edge,ɛdʒ
enter,ˈɛn.tɚ
fair,fɛr
fast,fæst
favor,ˈfeɪ.vɚ
literary,ˈlɪ.təˌrɛ.ri
looks,lʊks
mission,ˈmɪ.ʃən
picked,pɪkt
secret,ˈsi.krət
smaller,ˈsmɔ.lɚ
tone,toʊn
traditional,trəˈdɪ.ʃə.nəl
address,ˈæˌdrɛs
anode,ˈæˌnoʊd
believed,bɪˈlivd
editor,ˈɛ.də.tɚ
election,ɪˈlɛk.ʃən
follows,ˈfɑ.loʊz
judge,dʒʌdʒ
laid,leɪd
model,ˈmɑ.dəl
permit,ˈpɝ.mɪt
response,rɪˈspɑns
rights,raɪts
solid,ˈsɑ.lɪd
t,ti
title,ˈtaɪ.təl
vocational,voʊˈkeɪ.ʃə.nəl
b.,bi
bottle,ˈbɑ.təl
buildings,ˈbɪl.dɪŋz
difficulty,ˈdɪ.fɪˌkʌl.ti
formed,fɔrmd
hearing,ˈhɪ.rɪŋ
knife,naɪf
memory,ˈmɛ.mɚ.i
nice,naɪs
p,pi
presence,ˈprɛ.zəns
quiet,ˈkwaɪ.ət
receive,rɪˈsiv
region,ˈri.dʒən
telephone,ˈtɛ.ləˌfoʊn
watching,ˈwɑ.tʃɪŋ
camp,kæmp
dog,dɔg
expressed,ɪksˈprɛst
fit,fɪt
france,fræns
junior,ˈdʒun.jɚ
killed,kɪld
murder,ˈmɝ.dɚ
official,əˈfɪ.ʃəl
personnel,ˌpɝ.səˈnɛl
planned,plænd
removed,rɪˈmuvd
rock,rɑk
round,raʊnd
stayed,steɪd
treated,ˈtri.təd
turning,ˈtɝ.nɪŋ
virginia,vɚˈdʒɪn.jə
vote,voʊt
ability,əˈbɪ.lə.ti
berlin,bɚˈlɪn
claims,kleɪmz
contrast,ˈkɑn.træst
faculty,ˈfæ.kəl.ti
failed,feɪld
fourth,fɔrθ
frame,freɪm
gain,geɪn
increasing,ɪnˈkri.sɪŋ
interior,ɪnˈtɪ.ri.ɚ
jewish,ˈdʒu.ɪʃ
leader,ˈli.dɚ
nobody,ˈnoʊˌbɑˌdi
november,noʊˈvɛm.bɚ
observed,əbˈzɝvd
pointed,ˈpɔɪnt.ɪd
positive,ˈpɑ.zə.tɪv
rich,rɪtʃ
selected,səˈlɛk.təd
send,sɛnd
standards,ˈstæn.dɚdz
store,stɔr
twice,twaɪs
advantage,ədˈvænt.ɪdʒ
brief,brif
brother,ˈbrʌ.ðɚ
chapter,ˈtʃæp.tɚ
die,daɪ
discovered,dɪˈskʌ.vɚd
individuals,ˌɪn.dɪˈvɪ.dʒu.əlz
louis,ˈlu.ɪs
membership,ˈmɛm.bɚˌʃɪp
nevertheless,ˌnɛ.vɚ.ðəˈlɛs
powers,ˈpaʊ.ɚz
pulled,pʊld
rule,rul
valley,ˈvæ.li
writer,ˈraɪ.tɚ
writers,ˈraɪ.tɚz
accept,əkˈsɛpt
allow,əˈlaʊ
assumed,əˈsumd
boat,boʊt
broke,broʊk
command,kəˈmænd
daughter,ˈdɔ.tɚ
detail,ˈdi.teɪl
everybody,ˈɛv.riˌbɑ.di
evil,ˈi.vəl
faces,ˈfeɪ.səz
familiar,fəˈmɪl.jɚ
fields,fildz
fighting,ˈfaɪ.tɪŋ
hill,hɪl
increases,ˈɪn.kri.sɪz
items,ˈaɪ.təmz
jones,dʒoʊnz
legal,ˈli.gəl
master,ˈmæs.tɚ
morgan,ˈmɔr.gən
ordinary,ˈɔr.dəˌnɛ.ri
phase,feɪz
platform,ˈplætˌfɔrm
plus,plʌs
resources,ˈriˌsɔr.sɪz
russia,ˈrʌ.ʃə
sharp,ʃɑrp
somehow,ˈsʌmˌhaʊ
upper,ˈʌ.pɚ
village,ˈvɪ.lɪdʒ
wants,wɑnts
wine,waɪn
approximately,əˈprɑk.sə.mət.li
april,ˈeɪ.prəl
beauty,ˈbju.ti
carrying,ˈkæ.ri.ɪŋ
chosen,ˈtʃoʊ.zən
column,ˈkɑ.ləm
compared,kəmˈpɛrd
constant,ˈkɑn.stənt
du,də
factor,ˈfæk.tɚ
forth,fɔrθ
h.,eɪtʃ
historical,hɪˈstɔr.ɪ.kəl
mercer,ˈmɝ.sɚ
principles,ˈprɪn.sə.pəlz
proved,pruvd
responsible,rɪˈspɑn.sə.bəl
richard,ˈrɪ.tʃɚd
smiled,smaɪld
unity,ˈju.nə.ti
universe,ˈju.nəˌvɝs
aircraft,ˈɛrˌkræft
box,bɑks
buy,baɪ
calls,kɔlz
communism,ˈkɑm.jəˌnɪ.zəm
danger,ˈdeɪn.dʒɚ
dogs,dɔgz
drawn,drɔn
dust,dʌst
educational,ˌɛ.dʒəˈkeɪ.ʃə.nəl
exchange,ɪksˈtʃeɪndʒ
foot,fʊt
independence,ɪn.dɪˈpɛn.dəns
independent,ˌɪn.dɪˈpɛn.dənt
naturally,ˈnæ.tʃrə.li
rain,reɪn
revolution,ˌrɛ.vəˈlu.ʃən
rome,roʊm
san,sæn
sections,ˈsɛk.ʃənz
shelter,ˈʃɛl.tɚ
song,sɔŋ
waited,ˈweɪ.tɪd
walls,wɔlz
ancient,ˈeɪn.tʃənt
china,ˈtʃaɪ.nə
clean,klin
completed,kəmˈpli.təd
connection,kəˈnɛk.ʃən
fashion,ˈfæ.ʃən
league,lig
let's,lɛts
levels,ˈlɛ.vəlz
liberal,ˈlɪ.brəl
lips,lɪps
ordered,ˈɔr.dɚd
politics,ˈpɑ.ləˌtɪks
realize,ˈri.əˌlaɪz
realized,ˈri.əˌlaɪzd
seek,sik
settled,ˈsɛ.təld
sweet,swit
teachers,ˈti.tʃɚz
texas,ˈtɛk.səs
weather,ˈwɛ.ðɚ
willing,ˈwɪ.lɪŋ
actions,ˈæk.ʃənz
animal,ˈæ.nɪ.məl
application,ˌæ.plɪˈkeɪ.ʃən
appropriate,əˈproʊ.pri.ət
article,ˈɑr.tɪ.kəl
beat,bit
characteristic,ˌkɛ.rək.tɚˈɪs.tɪk
directed,dɪˈrɛk.tɪd
drew,dru
dry,draɪ
electric,ɪˈlɛk.trɪk
electronic,ɪˌlɛkˈtrɑ.nɪk
emotional,ɪˈmoʊ.ʃə.nəl
excellent,ˈɛk.sə.lənt
families,ˈfæ.mə.liz
fifty,ˈfɪf.ti
flow,floʊ
frank,fræŋk
horses,ˈhɔr.sɪz
initial,ɪˈnɪ.ʃəl
khrushchev,ˈkrusˌtʃɔf
largely,ˈlɑrdʒ.li
leading,ˈli.dɪŋ
minimum,ˈmɪ.nə.məm
monday,ˈmʌnˌdeɪ
ought,ɔt
pictures,ˈpɪk.tʃɚz
policies,ˈpɑ.lə.siz
practical,ˈpræk.tɪ.kəl
projects,ˈprɑ.dʒɛkts
protection,pɚˈtɛk.ʃən
quick,kwɪk
she'd,ʃid
signs,saɪnz
stands,stændz
starting,ˈstɑr.tɪŋ
statements,ˈsteɪt.mənts
traffic,ˈtræ.fɪk
won,wɑn
answered,ˈæn.sɚd
aside,əˈsaɪd
asking,ˈæs.kɪŋ
background,ˈbækˌgraʊnd
career,kəˈrɪr
chairman,ˈtʃɛr.mən
communication,kəˌmju.nəˈkeɪ.ʃən
dress,drɛs
ends,ɛndz
estimated,ˈɛs.təˌmeɪ.təd
flat,flæt
impact,ɪmˈpækt
jury,ˈdʒʊ.ri
legs,lɛgz
occurred,əˈkɝd
paris,ˈpɛ.rɪs
potential,pəˈtɛn.ʃəl
reference,ˈrɛ.frəns
saturday,ˈsæ.tɚˌdeɪ
sit,sɪt
teaching,ˈti.tʃɪŋ
thick,θɪk
warm,wɔrm
wonder,ˈwʌn.dɚ
you've,juv
yourself,jʊrˈsɛlf
adequate,ˈæ.də.kwət
arts,ɑrts
besides,bɪˈsaɪdz
birth,bɝθ
block,blɑk
capable,ˈkeɪ.pə.bəl
chair,tʃɛr
closely,ˈkloʊ.sli
cutting,ˈkʌ.tɪŋ
declared,dɪˈklɛrd
employees,ɛmˈplɔɪˌiz
experiments,ɪkˈspɛ.rə.mənts
fingers,ˈfɪŋ.gɚz
forest,ˈfɔr.əst
gets,gɛts
gross,groʊs
hanover,ˈhæ.noʊ.vɚ
helped,hɛlpt
honor,ˈɑ.nɚ
intellectual,ˌɪn.təˈlɛk.tʃu.əl
issues,ˈɪ.ʃuz
july,dʒəˈlaɪ
measured,ˈmɛ.ʒɚd
ourselves,aʊ.ɚˈsɛlvz
page,peɪdʒ
plays,pleɪz
properties,ˈprɑ.pɚ.tiz
relief,rɪˈlif
score,skɔr
search,sɝtʃ
significance,səgˈnɪ.fɪ.kəns
substantial,səbˈstæn.tʃəl
achievement,əˈtʃiv.mənt
attorney,əˈtɝ.ni
california,ˌkæ.ləˈfɔr.njə
cell,sɛl
d.,di
desk,dɛsk
discussed,dɪˈskʌst
dominant,ˈdɑ.mə.nənt
escape,ɪˈskeɪp
headquarters,ˈhɛdˌkwɔr.tɚz
holding,ˈhoʊl.dɪŋ
hung,hʌŋ
imagination,ɪˌmæ.dʒəˈneɪ.ʃən
jobs,dʒɑbz
join,dʒɔɪn
newspaper,ˈnuzˌpeɪ.pɚ
object,ˈɑb.dʒɛkt
objects,ˈɑb.dʒɛkts
one's,wʌnz
passing,ˈpæ.sɪŋ
phil,fɪl
rapidly,ˈræ.pəd.li
sleep,slip
supposed,səˈpoʊzd
they're,ðɛr
typical,ˈtɪ.pɪ.kəl
wore,wɔr
aspects,ˈæsˌpɛkts
belief,bɪˈlif
bodies,ˈbɑ.diz
contemporary,kənˈtɛm.pɚˌɛ.ri
credit,ˈkrɛ.dɪt
dream,drim
empty,ˈɛmp.ti
explain,ɪksˈpleɪn
grew,gru
laos,ˈlɑ.oʊs
located,ˈloʊˌkeɪ.təd
maintenance,ˈmeɪn.tə.nəns
matters,ˈmæ.tɚz
message,ˈmɛ.sɪdʒ
primarily,praɪˈmɛ.rə.li
reasonable,ˈriz.nə.bəl
resolution,ˌrɛ.zəˈlu.ʃən
site,saɪt
spiritual,ˈspɪ.rɪ.tʃu.əl
towards,təˈwɔrdz
we'll,wil
yards,jɑrdz
appeal,əˈpil
argument,ˈɑrg.jə.mənt
assume,əˈsum
benefit,ˈbɛ.nə.fɪt
broken,ˈbroʊ.kən
competition,ˌkɑm.pəˈtɪ.ʃən
contact,ˈkɑnˌtækt
domestic,dəˈmɛs.tɪk
dramatic,drəˈmæ.tɪk
experiment,ɪkˈspɛ.rə.mənt
fellow,ˈfɛ.loʊ
grow,groʊ
happen,ˈhæ.pən
highest,ˈhaɪ.əst
jesus,ˈdʒi.zəs
kill,kɪl
location,loʊˈkeɪ.ʃən
narrow,ˈnɛ.roʊ
p.m.,ˌpiˈɛm
parker,ˈpɑr.kɚ
powerful,ˈpaʊ.ɚ.fəl
relation,riˈleɪ.ʃən
rifle,ˈraɪ.fəl
shop,ʃɑp
signal,ˈsɪg.nəl
sufficient,səˈfɪ.ʃənt
tom,tɑm
tomorrow,təˈmɑˌroʊ
unusual,ˌʌnˈju.ʒwəl
wind,waɪnd
achieved,əˈtʃivd
agencies,ˈeɪ.dʒən.siz
arrived,əˈraɪvd
assignment,əˈsaɪn.mənt
baby,ˈbeɪ.bi
billion,ˈbɪl.jən
careful,ˈkɛr.fəl
concerning,kənˈsɝ.nɪŋ
cool,kul
december,dɪˈsɛm.bɚ
drove,droʊv
equally,ˈi.kwə.li
extreme,ɛksˈtrim
fund,fʌnd
greatly,ˈgreɪt.li
guests,gɛsts
homes,hoʊmz
internal,ɪnˈtɝ.nəl
library,ˈlaɪˌbrɛ.ri
m.,ɛm
officials,əˈfɪ.ʃəlz
please,pliz
pleasure,ˈplɛ.ʒɚ
portion,ˈpɔr.ʃən
recognize,ˈrɛ.kəgˌnaɪz
reduce,rɪˈdus
rising,ˈraɪ.zɪŋ
save,seɪv
senate,ˈsɛ.nət
sets,sɛts
speaking,ˈspi.kɪŋ
struggle,ˈstrʌ.gəl
u.,ju
wilson,ˈwɪl.sən
acting,ˈæk.tɪŋ
associated,əˈsoʊ.siˌeɪ.təd
beach,bitʃ
boston,ˈbɔ.stən
closer,ˈkloʊ.sɚ
coast,koʊst
commercial,kəˈmɝ.ʃəl
continuing,kənˈtɪn.ju.ɪŋ
courses,ˈkɔr.səz
duty,ˈdu.ti
eat,it
european,ˌjʊ.rəˈpi.ən
feelings,ˈfi.lɪŋz
friendly,ˈfrɛnd.li
governments,ˈgʌ.vɚ.mənts
greek,grik
ideal,aɪˈdi.əl
imagine,ɪˈmæ.dʒən
kid,kɪd
metal,ˈmɛ.təl
minister,ˈmɪ.nɪ.stɚ
organizations,ˌɔr.gə.nəˈzeɪ.ʃənz
possibly,ˈpɑ.sə.bli
prices,ˈpraɪ.sɪz
procedures,prəˈsi.dʒɚz
r.,ɑr
shore,ʃɔr
shoulder,ˈʃoʊl.dɚ
showing,ˈʃoʊ.ɪŋ
soft,sɔft
speech,spitʃ
tests,tɛsts
travel,ˈtræ.vəl
vast,væst
victory,ˈvɪk.tri
we're,wɪr
weapons,ˈwɛ.pənz
armed,ɑrmd
chemical,ˈkɛ.mɪ.kəl
circle,ˈsɝ.kəl
contained,kənˈteɪnd
contract,ˈkɑn.trækt
ended,ˈɛn.dɪd
existing,ɪgˈzɪs.tɪŋ
fat,fæt
friday,ˈfraɪˌdeɪ
garden,ˈgɑr.dən
goal,goʊl
heavily,ˈhɛ.və.li
keeping,ˈki.pɪŋ
learning,ˈlɝ.nɪŋ
machinery,məˈʃi.nɚ.i
maintain,meɪnˈteɪn
moon,mun
nose,noʊz
onto,ˈɑn.tu
orchestra,ˈɔr.kə.strə
refused,rəfˈjuzd
scale,skeɪl
setting,ˈsɛ.tɪŋ
slow,sloʊ
somewhere,ˈsʌmˌwɛr
stared,stɛrd
streets,strits
task,tæsk
technique,tɛkˈnik
text,tɛkst
advance,ədˈvæns
bible,ˈbaɪ.bəl
budget,ˈbʌ.dʒɪt
conclusion,kənˈklu.ʒən
drop,drɑp
exist,ɪgˈzɪst
f.,ɛf
finds,faɪndz
formula,ˈfɔrm.jə.lə
headed,ˈhɛ.dəd
housing,ˈhaʊ.zɪŋ
judgment,ˈdʒʌdʒ.mənt
lie,laɪ
mine,maɪn
negroes,ˈni.groʊz
notice,ˈnoʊ.tɪs
novel,ˈnɑ.vəl
painting,ˈpeɪn.tɪŋ
parties,ˈpɑr.tiz
plants,plænts
providing,prəˈvaɪ.dɪŋ
repeated,rɪˈpi.tɪd
roof,ruf
sensitive,ˈsɛn.sə.tɪv
sexual,ˈsɛk.ʃu.əl
snow,snoʊ
solution,səˈlu.ʃən
songs,sɔŋz
stories,ˈstɔ.riz
struck,strʌk
taste,teɪst
tension,ˈtɛn.ʃən
thirty,ˈθɝ.ti
tree,tri
ultimate,ˈʌl.tə.mət
uses,ˈju.sɪz
animals,ˈæ.nɪ.məlz
avoid,əˈvɔɪd
busy,ˈbɪ.zi
causes,ˈkɔ.zɪz
commerce,ˈkɑ.mɚs
critical,ˈkrɪ.tɪ.kəl
culture,ˈkʌl.tʃɚ
dallas,ˈdæ.ləs
emphasis,ˈɛm.fə.səs
establish,ɪˈstæ.blɪʃ
exercise,ˈɛks.ɚˌsaɪz
fairly,ˈfɛr.li
grounds,graʊndz
hence,hɛns
hole,hoʊl
india,ˈɪn.di.ə
leg,lɛg
liked,laɪkt
lose,luz
minor,ˈmaɪ.nɚ
neighborhood,ˈneɪ.bɚˌhʊd
occasion,əˈkeɪ.ʒən
orders,ˈɔr.dɚz
p.,pi
pale,peɪl
perfect,ˈpɝ.fɪkt
previously,ˈpri.vi.ə.sli
railroad,ˈreɪlˌroʊd
remove,rɪˈmuv
roads,roʊdz
roman,ˈroʊ.mən
safe,seɪf
sky,skaɪ
smile,smaɪl
somebody,ˈsʌmˌbɑ.di
stone,stoʊn
surprised,sɚˈpraɪzd
talked,tɔkt
tuesday,ˈtuzˌdeɪ
understood,ˌʌn.dɚˈstʊd
unique,juˈnik
useful,ˈjus.fəl
wondered,ˈwʌn.dɚd
afraid,əˈfreɪd
alive,əˈlaɪv
apart,əˈpɑrt
apparent,əˈpɛ.rənt
appearance,əˈpɪ.rəns
artist,ˈɑr.tɪst
baseball,ˈbeɪs.bɑl
bay,beɪ
bear,bɛr
becoming,bɪˈkʌ.mɪŋ
beneath,bɪˈniθ
birds,bɝdz
charged,tʃɑrdʒd
combination,ˌkɑm.bəˈneɪ.ʃən
completion,kəmˈpli.ʃən
congo,ˈkɑŋ.goʊ
details,ˈdi.teɪlz
dictionary,ˈdɪk.ʃəˌnɛ.ri
enjoyed,ɪnˈdʒɔɪd
entrance,ˈɛn.trəns
flowers,ˈflaʊ.ɚz
goods,gʊdz
informed,ɪnˈfɔrmd
lewis,ˈlu.ɪs
majority,məˈdʒɔ.rə.ti
notes,noʊts
permitted,pɚˈmɪ.tɪd
processes,ˈprɑ.sɛ.səz
professor,prəˈfɛ.sɚ
replied,rɪˈplaɪd
requires,rɪˈkwaɪ.ɚz
sample,ˈsæm.pəl
shook,ʃʊk
spot,spɑt
truck,trʌk
truly,ˈtru.li
uncle,ˈʌŋ.kəl
academic,ˌæ.kəˈdɛ.mɪk
agency,ˈeɪ.dʒən.si
apply,əˈplaɪ
bought,bɔt
chinese,tʃaɪˈniz
confidence,ˈkɑn.fə.dəns
double,ˈdʌ.bəl
draw,drɔ
entitled,ɛnˈtaɪ.təld
evident,ˈɛ.və.dənt
fifteen,ˌfɪfˈtin
granted,ˈgræ.nəd
guess,gɛs
hat,hæt
intensity,ɪnˈtɛn.sɪ.ti
joined,dʒɔɪnd
l.,ɛl
loved,lʌvd
minds,maɪndz
motor,ˈmoʊ.tɚ
organized,ˈɔr.gəˌnaɪzd
palmer,ˈpɑl.mɚ
pure,pjʊr
regarded,rəˈgɑr.dəd
represented,ˌrɛ.prəˈzɛ.nəd
review,rɪˈvju
september,sɛpˈtɛm.bɚ
soldiers,ˈsoʊl.dʒɚz
spite,spaɪt
vision,ˈvɪ.ʒən
vital,ˈvaɪ.təl
wage,weɪdʒ
wheel,wil
wild,waɪld
artists,ˈɑr.tɪsts
begins,bɪˈgɪnz
britain,ˈbrɪ.tən
components,kəmˈpoʊ.nənts
conduct,ˈkɑn.dəkt
conducted,kənˈdʌk.təd
cross,krɔs
cultural,ˈkʌl.tʃə.rəl
demands,dɪˈmændz
device,dɪˈvaɪs
divided,dɪˈvaɪ.dəd
executive,ɪgˈzɛk.jə.tɪv
extended,ɪksˈtɛn.dəd
firms,fɝmz
fort,fɔrt
games,geɪmz
generation,ˌdʒɛ.nɚˈeɪ.ʃən
huge,hjudʒ
identity,aɪˈdɛn.tə.ti
improved,ɪmˈpruvd
inner,ˈɪ.nɚ
item,ˈaɪ.təm
joe,dʒoʊ
joseph,ˈdʒoʊ.zəf
marine,mɚˈin
martin,ˈmɑr.tən
minute,ˈmɪ.nɪt
motion,ˈmoʊ.ʃən
pick,pɪk
plenty,ˈplɛn.ti
properly,ˈprɑ.pɚ.li
publication,ˌpʌ.bləˈkeɪ.ʃən
rooms,rumz
runs,rʌnz
sought,sɔt
sounds,saʊndz
tall,tɔl
theme,θim
wagon,ˈwæ.gən
win,wɪn
wished,wɪʃt
wood,wʊd
worry,ˈwʌ.ri
yellow,ˈjɛ.loʊ
attend,əˈtɛnd
create,kriˈeɪt
dear,dɪr
decisions,dɪˈsɪ.ʒənz
description,dɪsˈkrɪp.ʃən
faced,feɪst
forget,fɚˈgɛt
interpretation,ɪnˌtɝ.prɪˈteɪ.ʃən
jews,dʒuz
lake,leɪk
machines,məˈʃinz
measurements,ˈmɛ.ʒɚ.mənts
phone,foʊn
positions,pəˈzɪ.ʃənz
preparation,ˌprɛ.pəˈreɪ.ʃən
putting,ˈpʌ.tɪŋ
republican,rɪˈpʌ.blɪ.kən
risk,rɪsk
rural,ˈrɝ.əl
seat,sit
smith,smɪθ
soil,sɔɪl
suggest,səˈdʒɛst
supported,səˈpɔr.tɪd
symbol,ˈsɪm.bəl
thoughts,θɔts
trained,treɪnd
unable,ˌʌˈneɪ.bəl
walking,ˈwɔ.kɪŋ
absence,ˈæb.səns
administrative,ədˈmɪ.nəˌstreɪ.tɪv
advanced,ədˈvænst
assigned,əˈsaɪnd
august,ˈɑ.gəst
band,bænd
bitter,ˈbɪ.tɚ
breakfast,ˈbrɛk.fəst
breath,brɛθ
chest,tʃɛst
content,ˈkɑnˌtɛnt
crowd,kraʊd
depth,dɛpθ
disease,dɪˈziz
driving,ˈdraɪ.vɪŋ
examples,ɪgˈzæm.pəlz
experienced,ɪksˈpɪ.ri.ənst
experiences,ɪksˈpɪ.ri.ən.sɪz
finding,ˈfaɪn.dɪŋ
grass,græs
handle,ˈhæn.dəl
hudson,ˈhʌd.sən
january,ˈdʒæ.njuˌɛ.ri
japanese,ˌdʒæ.pəˈniz
largest,ˈlɑr.dʒəst
loose,lus
negative,ˈnɛ.gə.tɪv
payment,ˈpeɪ.mənt
percent,pɚˈsɛnt
practically,ˈpræk.tɪ.kli
practices,ˈpræk.tə.səz
prove,pruv
pushed,pʊʃt
remarks,rɪˈmɑrks
sin,sɪn
slight,slaɪt
spend,spɛnd
troops,trups
vehicles,ˈvi.ə.kəlz
version,ˈvɝ.ʒən
welfare,ˈwɛlˌfɛr
wet,wɛt
what's,wʌts
windows,ˈwɪn.doʊz
wonderful,ˈwʌn.dɚ.fəl
advice,ədˈvaɪs
alfred,ˈæl.frəd
bedroom,ˈbɛˌdrum
centers,ˈsɛ.nɚz
characteristics,ˌkɛ.rək.tɚˈɪs.tɪks
colors,ˈkʌ.lɚz
conflict,ˈkɑn.flɪkt
contrary,ˈkɑn.trɛ.ri
correct,kəˈrɛkt
detailed,ˈdiˌteɪld
detective,dɪˈtɛk.tɪv
developing,dɪˈvɛ.lə.pɪŋ
dozen,ˈdʌ.zən
element,ˈɛ.lə.mənt
establishment,ɪˈstæ.blɪʃ.mənt
eventually,ɪˈvɛn.tʃə.li
flesh,flɛʃ
gold,goʊld
hero,ˈhɪ.roʊ
indian,ˈɪn.di.ən
introduced,ˌɪn.trəˈdust
la,lɑ
raise,reɪz
silence,ˈsaɪ.ləns
telling,ˈtɛ.lɪŋ
theater,ˈθi.ə.tɚ
trust,trʌst
widely,ˈwaɪd.li
abroad,əˈbrɔd
achieve,əˈtʃiv
ages,ˈeɪ.dʒəz
agree,əˈgri
angle,ˈæŋ.gəl
approval,əˈpru.vəl
arthur,ˈɑr.θɚ
